Order ID,Customer Name,Email,Phone,Address,City,State,Zip Code,Country,Product,Category,Quantity,Price per Unit,Total Price,Order Date
ORD-100502,Crystal Briggs,sgrant@gmail.com,(986)997-2813x039,1543 Pena Coves Apt. 368,North Johnshire,New Hampshire,701,United Kingdom,T-shirt,Clothing,2,211.58 USD,423.16 USD,2025-02-08
ORD-100503,Kimberly Sanchez,lawrencetricia@oconnell-powell.biz,548-902-2030x930,12801 Weaver Fords,Donnaborough,Nevada,30181,Bhutan,Fiction,Books,4,416.91 USD,"1,667.64 USD",2025-04-11
ORD-100504,Jason Baker,bradleyalvarez@gmail.com,847-803-1999x9179,968 Brooke Motorway,Craigborough,Arizona,42059,Kuwait,T-shirt,Clothing,3,475.52 USD,"1,426.56 USD",2025-04-17
ORD-100505,Gregory Huang,xromero@hotmail.com,(681)677-7844x181,9278 Levy Hills Suite 176,Lisaland,Florida,64703,Mayotte,Microwave,Home,2,83.30 USD,166.60 USD,2025-03-24
ORD-100506,Kimberly Cannon,johnnewton@hernandez-miller.com,539-966-9694,334 Brenda Locks,South Melodyland,Indiana,48595,Greece,Vacuum Cleaner,Home,2,312.07 USD,624.14 USD,2025-01-05
ORD-100507,Paul Beard,keithbrennan@yahoo.com,+1-370-524-5287x21856,67593 Marvin Field,East Kristinside,Mississippi,31440,British Virgin Islands,Perfume,Beauty,2,431.13 USD,862.26 USD,2025-04-13
ORD-100508,Adrian Brown,johnthompson@glover-brown.biz,001-433-764-0526,53549 Woods Crescent,Harveytown,Virginia,44935,Pitcairn Islands,Blender,Home,3,283.31 USD,849.93 USD,2025-01-01
ORD-100509,Christopher Osborn,aochoa@york.info,2013933324,53322 Daugherty Harbors,Dannytown,New York,19391,Zimbabwe,Smartphone,Electronics,5,232.44 USD,"1,162.20 USD",2025-03-02
ORD-100510,Kenneth Richards,wendyfry@hotmail.com,+1-116-261-5392x4590,119 Andrew Springs,North Jay,Rhode Island,10949,Armenia,Headphones,Electronics,3,360.35 USD,"1,081.05 USD",2025-04-05
ORD-100511,Rachel Yang,julia28@yahoo.com,(622)925-4937,779 John Manors,West Patricia,Arkansas,2094,British Indian Ocean Territory (Chagos Archipelago),Vacuum Cleaner,Home,5,301.14 USD,"1,505.70 USD",2025-03-02
ORD-100512,Jason White,henryjones@benjamin.com,001-313-019-5269,027 Clark Vista,Lake Jacob,Pennsylvania,41655,Slovenia,Face Cream,Beauty,1,100.51 USD,100.51 USD,2025-05-11
ORD-100513,Renee Bennett,hodgesbrandon@gmail.com,+1-872-692-1857x233,69010 Long Dam Apt. 572,Buchananberg,West Virginia,30312,United Arab Emirates,Smartwatch,Electronics,1,454.33 USD,454.33 USD,2025-01-17
ORD-100514,Robert Harris,amunoz@yahoo.com,979.777.8447,259 Mcdaniel Fall,Port Marvin,Ohio,83272,New Caledonia,Vacuum Cleaner,Home,1,441.54 USD,441.54 USD,2025-01-22
ORD-100515,Jill Campbell,victoria89@hotmail.com,001-438-990-2783x13245,338 Mendoza Ridges,Turnerfurt,Wisconsin,59944,Sri Lanka,Lipstick,Beauty,1,312.11 USD,312.11 USD,2025-03-23
ORD-100516,Stephanie Rodriguez,mallorykelly@hotmail.com,4630214720,397 Ford Springs Suite 043,East Paigeshire,Washington,33698,United Kingdom,Laptop,Electronics,4,254.35 USD,"1,017.40 USD",2025-01-29
ORD-100517,Annette Terry,christina46@warner-weeks.biz,+1-986-709-5112,29386 Peterson Stream,Port Heatherborough,Alaska,72751,Albania,Smartphone,Electronics,2,490.36 USD,980.72 USD,2025-02-01
ORD-100518,Mary Thompson,along@olsen.com,001-270-718-4912x85226,670 Gilmore Heights,East Kristy,Oregon,18423,Georgia,Lipstick,Beauty,1,209.52 USD,209.52 USD,2025-04-19
ORD-100519,Jennifer Adkins,vleon@hernandez.com,001-665-007-6219x125,710 Antonio Fields,Lake Christopherland,Arizona,43803,Jordan,Non-fiction,Books,2,450.72 USD,901.44 USD,2025-03-04
ORD-100520,Paula Todd,tammiepreston@gmail.com,+1-712-070-4598x3522,6487 Wheeler Knoll Suite 852,Bowmanchester,Illinois,59328,Belarus,Vacuum Cleaner,Home,2,24.94 USD,49.88 USD,2025-02-12
ORD-100521,Edward Fischer,brenda09@hotmail.com,818.243.7711x3323,04949 Hernandez Roads Suite 584,Robinsonfurt,New Jersey,49707,Korea,Vacuum Cleaner,Home,5,256.02 USD,"1,280.10 USD",2025-01-13
ORD-100522,Danielle Phillips,christopherduncan@clark-baxter.com,197.547.8397,7627 Amanda Lodge Suite 293,Rodriguezchester,Georgia,73219,Macedonia,Jacket,Clothing,5,425.86 USD,"2,129.30 USD",2025-04-16
ORD-100523,Johnny Marshall,zacharymorales@cobb.com,412.858.9644,13613 Clark Extension,South Taylor,Pennsylvania,73072,Netherlands Antilles,T-shirt,Clothing,3,439.57 USD,"1,318.71 USD",2025-03-24
ORD-100524,Jesus Whitney,qjones@adams.info,4700556892,6974 Samantha Courts,Tonyastad,Oklahoma,92203,Rwanda,Lipstick,Beauty,4,293.24 USD,"1,172.96 USD",2025-04-14
ORD-100525,Cheryl Taylor,ohardy@gmail.com,(240)601-2482x022,31765 Terrance Mall,Lake Henry,West Virginia,99128,British Virgin Islands,Sneakers,Clothing,2,87.43 USD,174.86 USD,2025-04-12
ORD-100526,Amanda Peters,michael85@davis-bond.net,341.883.8815,09760 Carpenter Courts,West Danielton,Virginia,77742,Aruba,Jeans,Clothing,2,234.94 USD,469.88 USD,2025-01-24
ORD-100527,David Olson,jacobfranklin@johnson.net,633.412.1901,544 Casey Corner Apt. 501,Kyliebury,Nevada,77427,Mali,Non-fiction,Books,1,259.85 USD,259.85 USD,2025-05-02
ORD-100528,Ryan Anderson,jolsen@gonzales.com,881-781-1223x07900,08949 Newman Harbors Apt. 202,South Caitlynmouth,New Hampshire,1206,Indonesia,Non-fiction,Books,5,376.06 USD,"1,880.30 USD",2025-01-28
ORD-100529,Bethany Jones,hardinronald@yahoo.com,410.038.1575x141,143 Miller Mission Apt. 738,Martinhaven,Vermont,1684,Sweden,Vacuum Cleaner,Home,3,244.69 USD,734.07 USD,2025-01-25
ORD-100530,Bonnie Brandt,mckenzieemily@escobar-schwartz.com,992.797.2020,771 Wells Haven,Lake Theodore,Utah,75777,Niue,Fiction,Books,4,457.86 USD,"1,831.44 USD",2025-02-25
ORD-100531,Ashley Davis,jessica90@hotmail.com,1034625420,11017 Griffin Overpass Suite 979,Kingmouth,New Hampshire,38005,French Polynesia,Blender,Home,4,96.99 USD,387.96 USD,2025-04-23
ORD-100532,Samantha Becker,sullivankristina@thompson.com,548-696-0532x519,72331 Stark Keys,Davisview,Pennsylvania,86820,Kazakhstan,Sneakers,Clothing,3,139.67 USD,419.01 USD,2025-03-17
ORD-100533,David Robertson,adrake@williams.com,001-730-972-4843x45800,6247 Gordon Divide,New Caitlyn,New Jersey,46203,Guyana,Lipstick,Beauty,2,168.12 USD,336.24 USD,2025-02-08
ORD-100534,Mary Russell,sandra68@willis.com,076-604-8659,39117 Castillo Overpass,Patelhaven,Hawaii,48722,Tanzania,Perfume,Beauty,5,168.21 USD,841.05 USD,2025-02-27
ORD-100535,Dylan Greene,cbrown@gutierrez-patton.com,001-395-150-9763,0433 Victor Glens Apt. 140,South Davidbury,Wyoming,25632,Western Sahara,Jacket,Clothing,3,114.65 USD,343.95 USD,2025-03-20
ORD-100536,Scott Davis,sarahpeterson@payne-deleon.net,3179386067,7881 Evans Plaza Apt. 257,Brianhaven,North Carolina,5516,Switzerland,Jeans,Clothing,3,305.72 USD,917.16 USD,2025-04-20
ORD-100537,Diana Young,tony93@yahoo.com,5731279192,86926 Ramos Valley Apt. 764,Rodriguezberg,Alabama,537,Haiti,Fiction,Books,4,336.53 USD,"1,346.12 USD",2025-01-06
ORD-100538,Dominique Williams,shawncardenas@gmail.com,+1-634-030-0233x166,58160 Stephen Circle,Lake Kyleborough,Maine,2720,Bulgaria,Face Cream,Beauty,5,201.18 USD,"1,005.90 USD",2025-04-23
ORD-100539,Karen Sullivan,dguerrero@hotmail.com,9113891766,968 Horn Skyway,Hoovershire,Tennessee,28933,Benin,Lipstick,Beauty,1,437.30 USD,437.30 USD,2025-04-27
ORD-100540,Pam Murray,dwilson@fisher-harris.biz,001-007-129-1331x91459,6882 Amanda Knoll,Tracyborough,Arizona,51178,Fiji,Laptop,Electronics,2,107.28 USD,214.56 USD,2025-01-25
ORD-100541,Colleen Acosta,zcampos@avila.com,436.123.7846,917 Johnson Forest,North Susan,South Carolina,10687,Reunion,Face Cream,Beauty,4,347.28 USD,"1,389.12 USD",2025-01-02
ORD-100542,Jessica Kirk,royreynolds@fernandez.net,+1-153-140-2220x826,230 Fields Vista,Michaelfurt,Alaska,28513,Jordan,Shampoo,Beauty,4,188.02 USD,752.08 USD,2025-02-25
ORD-100543,Beverly Rivera,dawn22@yahoo.com,475-591-8301x7657,53723 Nelson Trail,Conwayfort,Massachusetts,87283,Kenya,Shampoo,Beauty,2,334.43 USD,668.86 USD,2025-03-17
ORD-100544,William Hayes,frazierdavid@hotmail.com,5861485142,0666 Omar Walk,Port Craig,Rhode Island,26491,Nauru,Lipstick,Beauty,2,455.96 USD,911.92 USD,2025-04-05
ORD-100545,Shane Lee,pricechristopher@hotmail.com,001-637-217-5982x201,44139 Richardson Route Apt. 278,North Carlos,Montana,87761,Kenya,Lipstick,Beauty,5,265.41 USD,"1,327.05 USD",2025-01-31
ORD-100546,Doris Mccarthy,linda71@gmail.com,436-376-3299x180,976 Regina Tunnel Suite 526,Fullerport,Arizona,40747,China,Shampoo,Beauty,1,124.40 USD,124.40 USD,2025-05-01
ORD-100547,Michael Hawkins,rebeccaschmidt@anderson-tyler.org,5435089202,1840 William Ports Suite 603,Terryton,Tennessee,60063,Saudi Arabia,Blender,Home,1,354.72 USD,354.72 USD,2025-01-29
ORD-100548,Joanna Rowe,jdaniels@gmail.com,+1-161-607-3288,364 Ford Overpass Apt. 691,New Donaldville,Hawaii,72583,Gabon,Sneakers,Clothing,5,444.48 USD,"2,222.40 USD",2025-05-07
ORD-100549,Robert White,zbrooks@williams-sharp.com,753.835.4322,746 Andrea Inlet Apt. 556,Markfort,Hawaii,28444,Cyprus,Jeans,Clothing,5,235.69 USD,"1,178.45 USD",2025-02-05
ORD-100550,Gina Miller,alicia41@cochran.com,498.748.9013,43721 Dennis Throughway Suite 204,Port Tony,South Carolina,93539,Albania,Laptop,Electronics,3,276.99 USD,830.97 USD,2025-01-11
ORD-100551,Adrienne Mitchell,allison41@gmail.com,4465447857,919 Maria Spurs Suite 371,East Calvin,Delaware,96492,Montserrat,Headphones,Electronics,1,291.07 USD,291.07 USD,2025-02-18
ORD-100552,Allison Harris,jessicatate@miller.com,293.692.3136x7857,104 Summer Glens Apt. 926,East Alexside,Minnesota,48208,Mayotte,Biography,Books,1,373.74 USD,373.74 USD,2025-03-07
ORD-100553,Christopher Howard,yford@wolfe.net,089.444.3309,2223 Chambers Manor,South Kathleenmouth,Arizona,85526,China,Shampoo,Beauty,1,30.43 USD,30.43 USD,2025-03-25
ORD-100554,Ronald West,prodriguez@huff.com,+1-403-615-5808x3149,819 Munoz Burgs,Lake Lindsey,Hawaii,65515,Morocco,Headphones,Electronics,5,121.58 USD,607.90 USD,2025-01-26
ORD-100555,Kent Walker,bobby90@watson.info,498.073.9984x92745,72079 Catherine Glen,Nicholasside,New York,25833,Mauritius,Non-fiction,Books,1,202.41 USD,202.41 USD,2025-02-21
ORD-100556,Joseph Miller,tmurphy@yahoo.com,186-195-7651x5175,756 Phillips Pines Apt. 047,West Jennifer,Michigan,58555,Philippines,Lipstick,Beauty,4,67.68 USD,270.72 USD,2025-03-21
ORD-100557,Debra Gray,johnstonjimmy@schultz-brown.com,004-799-2237,78130 Kramer Meadows,Laurenburgh,Colorado,43806,Zambia,Vacuum Cleaner,Home,2,210.09 USD,420.18 USD,2025-01-11
ORD-100558,William Contreras,loweamanda@hotmail.com,001-086-121-8481x304,88830 Jessica View Apt. 158,Rachaelfurt,South Dakota,62028,Australia,Fiction,Books,4,108.30 USD,433.20 USD,2025-02-26
ORD-100559,Jennifer Morris,patriciajones@diaz.biz,(865)258-9120,396 Ward Ports,Blairbury,Mississippi,14820,Sri Lanka,Lipstick,Beauty,1,72.76 USD,72.76 USD,2025-05-04
ORD-100560,Mrs. Tiffany Wilson MD,adkinsmisty@yahoo.com,462.849.3943x07112,08855 Hodges Isle Suite 679,West Michellestad,Kansas,51940,Belarus,Jeans,Clothing,5,456.30 USD,"2,281.50 USD",2025-04-05
ORD-100561,Nicholas Winters,ihines@cox.com,1010660957,1823 Alvarez Pass,East Devin,Florida,91902,Djibouti,Microwave,Home,3,467.59 USD,"1,402.77 USD",2025-03-12
ORD-100562,Angelica Robinson,thompsontheresa@ruiz-bailey.com,862.348.8870,0877 Higgins Wall Apt. 687,Port Danielside,Wyoming,10267,Equatorial Guinea,Shampoo,Beauty,5,306.52 USD,"1,532.60 USD",2025-05-06
ORD-100563,Chad Young,melaniebutler@burke.com,089-159-9982,0618 Michelle Plains Suite 150,Port Rhondaton,Pennsylvania,59667,Maldives,Biography,Books,5,303.30 USD,"1,516.50 USD",2025-02-09
ORD-100564,Samuel Campbell,williammurphy@gmail.com,(086)358-9741,64431 Mccoy Estate Apt. 957,East Jacktown,Florida,78528,Fiji,Vacuum Cleaner,Home,5,337.22 USD,"1,686.10 USD",2025-04-04
ORD-100565,Angela Williams,troymurphy@hotmail.com,618.239.2172,1998 Lopez Glen Suite 632,North Michaelfort,Wisconsin,39941,Turkey,Sneakers,Clothing,2,284.80 USD,569.60 USD,2025-03-26
ORD-100566,Daniel Thompson,carla82@gmail.com,959.984.6984x145,0832 Cynthia Green Apt. 659,Port Joshua,Utah,87476,Marshall Islands,Shampoo,Beauty,5,428.86 USD,"2,144.30 USD",2025-01-07
ORD-100567,Kimberly Robinson,sarahwells@hotmail.com,830-643-6573,428 Dixon Village,Wallacehaven,South Dakota,56429,United States Minor Outlying Islands,Fiction,Books,5,365.54 USD,"1,827.70 USD",2025-02-02
ORD-100568,Emily Branch,danielroberts@gmail.com,(419)830-5561x662,275 Kristy Port,Port Noah,Minnesota,57403,Serbia,Microwave,Home,3,253.87 USD,761.61 USD,2025-03-13
ORD-100569,Mr. Brent Warren DVM,aharris@cooke-gibson.com,506.231.9844x41270,050 Ashlee Harbors Suite 832,Charlesland,Alabama,91276,Sweden,Sneakers,Clothing,1,189.07 USD,189.07 USD,2025-04-01
ORD-100570,Jerry Roberts,ebeck@davis.com,5452290859,367 Patricia Square Apt. 741,New Brent,Montana,80224,Holy See (Vatican City State),Air Purifier,Home,5,179.85 USD,899.25 USD,2025-02-15
ORD-100571,Jessica Logan,amberhill@ramirez.com,180.129.8540x910,64348 Arthur Neck Apt. 085,Kevinmouth,Alabama,81037,Uruguay,Perfume,Beauty,2,120.98 USD,241.96 USD,2025-01-27
ORD-100572,James Clark,anna30@moore.com,(484)700-9758,682 Moore Terrace Suite 841,New Patrick,Alaska,46555,French Polynesia,Jeans,Clothing,3,211.08 USD,633.24 USD,2025-05-05
ORD-100573,Christopher Martin,egarza@young-salazar.biz,486-999-1895,5236 Steven Vista Apt. 833,Hursthaven,Utah,87384,Oman,Non-fiction,Books,4,254.61 USD,"1,018.44 USD",2025-04-30
ORD-100574,Jonathan Riley,psmith@joseph.net,347.961.3166,1456 Long Mount Suite 338,North Ryan,Kentucky,87350,Martinique,Smartphone,Electronics,2,72.64 USD,145.28 USD,2025-04-22
ORD-100575,Denise Jones,zguerra@hotmail.com,001-808-557-5541x12249,24070 Newman Spring Apt. 563,South Pamela,Vermont,59405,Tanzania,Perfume,Beauty,3,43.39 USD,130.17 USD,2025-04-23
ORD-100576,Jessica Walker,sanchezpeter@brown-reed.biz,329-852-8181x25059,20286 Stephen Rue Apt. 193,Kennethstad,North Carolina,54080,Greece,Non-fiction,Books,2,185.00 USD,370.00 USD,2025-02-20
ORD-100577,Michael Davis,franklinnatalie@chandler.com,929-697-5095,47252 Amanda Junction Suite 435,Mistyhaven,Texas,79049,Gibraltar,Headphones,Electronics,3,269.39 USD,808.17 USD,2025-04-20
ORD-100578,Ashley James,marie25@gmail.com,190-403-3483x147,389 Kevin Hill,Lake Christopher,Alabama,80624,Switzerland,Fiction,Books,5,415.34 USD,"2,076.70 USD",2025-04-09
ORD-100579,Amanda Silva,margaret54@yahoo.com,001-449-297-3661x4450,369 Dixon Lights Apt. 890,Markfurt,Arizona,16755,Iran,Jeans,Clothing,5,113.99 USD,569.95 USD,2025-01-01
ORD-100580,Theresa Morales,williamsonashley@yahoo.com,502-150-3731,3510 Frank Field,South Victorville,Illinois,57360,Poland,Air Purifier,Home,5,482.41 USD,"2,412.05 USD",2025-05-04
ORD-100581,Rebecca Zuniga,stevensjacob@yahoo.com,(614)528-3806x89864,3072 Johnson Groves,South Noahtown,Ohio,30551,Trinidad and Tobago,Smartwatch,Electronics,4,356.19 USD,"1,424.76 USD",2025-04-23
ORD-100582,Elizabeth Leonard,elizabethlarson@hill.biz,9435330745,428 Hubbard Passage Apt. 645,Port Holly,Delaware,62445,French Southern Territories,Jeans,Clothing,3,334.98 USD,"1,004.94 USD",2025-05-07
ORD-100583,Daniel Burns,hannahrivera@hotmail.com,1589632626,227 Joanna Route,South Maryside,California,35587,Guinea,T-shirt,Clothing,2,102.52 USD,205.04 USD,2025-01-10
ORD-100584,Micheal Jenkins,ycole@terry-perkins.org,001-355-206-8420,16424 Combs Radial Suite 212,Glenton,Missouri,87472,Thailand,Laptop,Electronics,1,70.01 USD,70.01 USD,2025-04-01
ORD-100585,Derrick King,tiffanyrios@nunez-vasquez.com,912-930-6533x1648,711 Robert Ramp,West Kristen,Pennsylvania,49816,Iceland,Smartphone,Electronics,5,497.59 USD,"2,487.95 USD",2025-05-03
ORD-100586,Alicia Young,michael98@banks.com,5642503734,19693 Lee Extensions Apt. 913,Davidhaven,Oregon,75823,Bahrain,Laptop,Electronics,1,196.03 USD,196.03 USD,2025-04-14
ORD-100587,Alan Hammond,susan45@goodwin-west.biz,(927)750-0159x1490,62310 John Isle,Donnaberg,Idaho,76171,Finland,Comics,Books,2,142.03 USD,284.06 USD,2025-01-15
ORD-100588,Michael Marshall,kylemurray@garza.biz,(304)309-2536x69438,8766 Justin Court,Patriciaville,South Carolina,29108,Namibia,Jeans,Clothing,5,207.17 USD,"1,035.85 USD",2025-04-29
ORD-100589,John Hall,tinasolis@yahoo.com,+1-832-791-1331x411,647 Timothy Ranch Apt. 561,Kellyborough,Alaska,65001,Bangladesh,Shampoo,Beauty,5,30.33 USD,151.65 USD,2025-02-06
ORD-100590,Destiny Lee,mcneilsharon@carroll-butler.com,962-663-6758,2939 Jennifer Forges Apt. 126,East Victor,Missouri,11638,Nauru,Perfume,Beauty,1,488.92 USD,488.92 USD,2025-03-14
ORD-100591,Bradley Johnson,hhernandez@howe.com,(431)651-4390x967,1989 Allison Walk Suite 714,East Kennethberg,Washington,37972,Hong Kong,Smartwatch,Electronics,5,379.11 USD,"1,895.55 USD",2025-02-08
ORD-100592,Benjamin Good,williammurphy@lopez.com,891-032-4992x63628,5028 Joseph Forks Apt. 941,Port Mark,North Carolina,55839,Egypt,Lipstick,Beauty,4,175.45 USD,701.80 USD,2025-04-08
ORD-100593,Gregory White,morrisonkyle@gmail.com,972-097-5962x4973,907 Amanda Cliff,West Wendy,North Carolina,86056,Sierra Leone,Laptop,Electronics,2,229.53 USD,459.06 USD,2025-01-12
ORD-100594,Anna Lara,xsmith@rivera.com,466.133.1979x49425,4374 Carl Course,Mathiston,Indiana,21964,Greenland,Laptop,Electronics,4,297.62 USD,"1,190.48 USD",2025-03-22
ORD-100595,Jordan Morales,kharrison@jacobs.com,913-547-8760x3560,76498 Gibbs Field,Derekland,Maine,63979,Venezuela,Jacket,Clothing,3,441.87 USD,"1,325.61 USD",2025-01-04
ORD-100596,Melanie Best,bbaird@gmail.com,(812)143-8295,9428 Michele Junction Apt. 121,South Samantha,Oregon,84422,Norway,Smartphone,Electronics,4,393.93 USD,"1,575.72 USD",2025-05-02
ORD-100597,Mitchell Wright,melinda42@gmail.com,781-168-3504,92387 Ward Mount Suite 776,Kennethland,Connecticut,67964,Afghanistan,Headphones,Electronics,5,257.49 USD,"1,287.45 USD",2025-01-27
ORD-100598,Laura Day,brownchristina@thornton-ayala.com,(758)129-0277,88828 Donald Mill Suite 220,South Mark,New York,5878,Sweden,Vacuum Cleaner,Home,5,466.16 USD,"2,330.80 USD",2025-03-10
ORD-100599,Denise Hickman,imarsh@hotmail.com,907.773.2880x817,411 James Flats,South Christinastad,Kansas,15048,Western Sahara,Smartwatch,Electronics,3,272.55 USD,817.65 USD,2025-01-28
ORD-100600,Barbara Haas,taylorlarry@maxwell-schultz.com,(987)479-9825,72767 Joshua Mountains,Christieberg,Iowa,33255,Iran,Lipstick,Beauty,4,164.52 USD,658.08 USD,2025-03-21
ORD-100601,Andrew Lewis,dmurray@yahoo.com,487918567,135 Rogers Green Apt. 488,South Kayla,Alabama,63622,Bolivia,Fiction,Books,1,203.20 USD,203.20 USD,2025-04-23
ORD-100602,Jonathan Olson,jonesrobert@andrade.com,001-244-605-0980,932 Michael Unions,South Rebeccaburgh,Rhode Island,87675,Finland,Non-fiction,Books,4,461.20 USD,"1,844.80 USD",2025-03-07
ORD-100603,Kevin Adams,beanmichael@rodriguez.com,001-167-728-0335x85691,3520 Jonathan View Suite 591,Smithside,Texas,28043,Dominican Republic,Comics,Books,4,425.43 USD,"1,701.72 USD",2025-03-03
ORD-100604,Dustin Wallace,wgarrett@hotmail.com,+1-762-919-2777,003 Young Walks Apt. 692,Mercadochester,Mississippi,82425,Czech Republic,Air Purifier,Home,2,450.48 USD,900.96 USD,2025-05-08
ORD-100605,Tom Blackburn,weisscolin@gmail.com,(251)301-6043,189 Barker Burg Suite 388,Ellenland,South Dakota,31845,Slovenia,Shampoo,Beauty,5,305.11 USD,"1,525.55 USD",2025-05-08
ORD-100606,Tanner Haynes,hansenchristopher@hotmail.com,+1-141-420-9676x5382,586 Donna Drive,Schultzport,North Carolina,48042,Guernsey,Face Cream,Beauty,1,106.97 USD,106.97 USD,2025-01-22
ORD-100607,David Davis,kylewilliams@hotmail.com,504-034-1580,714 Rodriguez Field,Staffordland,Minnesota,84646,Gambia,Face Cream,Beauty,2,428.55 USD,857.10 USD,2025-04-14
ORD-100608,Brian Smith,john72@johnson.com,452.088.3520x8555,776 Randy Way,Rodriguezmouth,Massachusetts,75479,Nepal,Air Purifier,Home,3,311.22 USD,933.66 USD,2025-02-25
ORD-100609,Dean Romero,wardjames@duncan-camacho.com,446-365-4988x99224,12987 Melendez Gardens Apt. 577,Delgadoport,Kentucky,51977,Slovakia (Slovak Republic),Fiction,Books,4,258.31 USD,"1,033.24 USD",2025-04-05
ORD-100610,Larry Hutchinson,richardjones@thomas-wilson.info,577.432.6285,4741 Williams Terrace,South James,Louisiana,48796,Rwanda,Smartphone,Electronics,1,445.50 USD,445.50 USD,2025-04-17
ORD-100611,Austin Mclean,caitlyn95@mcknight.com,+1-013-083-2005,502 Tammie Points Suite 884,West Bobbyland,New York,61647,Svalbard & Jan Mayen Islands,Blender,Home,1,258.79 USD,258.79 USD,2025-01-07
ORD-100612,Timothy Roberts,angela84@lyons.com,835-499-2392x78327,02568 Anderson Mill Apt. 345,Ortizside,Tennessee,89369,Moldova,Lipstick,Beauty,2,499.87 USD,999.74 USD,2025-04-29
ORD-100613,Derek Smith,carterbarbara@yahoo.com,001-147-662-8608x025,49553 Michelle Row Apt. 122,Port Jenniferton,Massachusetts,73651,Botswana,Shampoo,Beauty,2,483.77 USD,967.54 USD,2025-03-19
ORD-100614,Anthony Griffin,bensonellen@evans-hoffman.biz,1884223405,90590 Gary Rapid Apt. 047,East Andrew,West Virginia,26721,Reunion,Jacket,Clothing,3,403.20 USD,"1,209.60 USD",2025-04-09
ORD-100615,Nicole Robbins,elloyd@hotmail.com,1676150945,712 Timothy Streets,Port Billychester,Connecticut,94144,Anguilla,Face Cream,Beauty,5,420.62 USD,"2,103.10 USD",2025-05-04
ORD-100616,Lori Ramirez,xmoore@rogers.biz,001-208-037-1895,034 Amy Course Suite 409,New Tanyabury,Wyoming,80800,Hong Kong,Blender,Home,3,443.18 USD,"1,329.54 USD",2025-01-22
ORD-100617,Mandy Kelly,sandovalpaul@landry.com,(675)628-1213,19798 Jenkins Inlet,East Johnside,Indiana,90179,Senegal,Biography,Books,1,288.47 USD,288.47 USD,2025-01-13
ORD-100618,Eric Thompson,bgarcia@smith-owens.com,001-268-491-2463x02562,34429 Woodward Loaf Suite 428,West Markville,West Virginia,59307,Greece,Air Purifier,Home,3,207.44 USD,622.32 USD,2025-01-14
ORD-100619,Angel Brown,justin07@hotmail.com,+1-522-358-6216x592,98448 Mills Court,Stacyburgh,Hawaii,81246,Holy See (Vatican City State),Fiction,Books,3,183.84 USD,551.52 USD,2025-02-12
ORD-100620,Carolyn Hood,lhayes@hotmail.com,(385)916-5893x47634,732 Newman Streets,Ferrellview,New Hampshire,1720,Palestinian Territory,Face Cream,Beauty,5,53.40 USD,267.00 USD,2025-01-14
ORD-100621,Sandra Lopez,cathy74@jackson.com,865-189-5850x769,04381 Tran Cliff Apt. 875,West Danielstad,Alabama,27458,Uganda,Headphones,Electronics,3,20.32 USD,60.96 USD,2025-05-02
ORD-100622,Jacob Hart,daviskayla@hotmail.com,041-034-3375,84120 Sierra Rest,Lake Emilyside,Colorado,97079,Guinea-Bissau,Microwave,Home,5,178.63 USD,893.15 USD,2025-02-05
ORD-100623,Susan Lynch,serranotonya@gmail.com,001-182-288-9893,86582 Hatfield Prairie Apt. 114,Smithville,Mississippi,97050,Bouvet Island (Bouvetoya),Microwave,Home,3,469.40 USD,"1,408.20 USD",2025-04-28
ORD-100624,Jeffrey Kelley,marystone@gmail.com,(357)437-8044,8623 David Summit Suite 042,Thomasburgh,New Mexico,96112,El Salvador,Smartwatch,Electronics,1,237.55 USD,237.55 USD,2025-05-05
ORD-100625,Aaron Frazier,nealchristopher@shaw.biz,+1-957-122-1270x5709,57062 Mayer Ranch,Keithmouth,New York,70949,Venezuela,Shampoo,Beauty,4,73.31 USD,293.24 USD,2025-04-27
ORD-100626,Kenneth Serrano,carla84@gmail.com,+1-124-996-6521x124,26977 Peterson Brook Suite 446,South Brentmouth,Minnesota,68975,Singapore,Jeans,Clothing,5,266.24 USD,"1,331.20 USD",2025-02-15
ORD-100627,Gabrielle Kelly,blake33@hotmail.com,665-826-0183x9902,090 David Alley,Bowersshire,Kentucky,73016,Switzerland,Non-fiction,Books,5,150.94 USD,754.70 USD,2025-03-20
ORD-100628,Marie Erickson,robertsims@hotmail.com,001-001-259-5507x9848,80908 Alexander Islands,Lake Lisa,Nebraska,52187,Western Sahara,T-shirt,Clothing,4,324.60 USD,"1,298.40 USD",2025-02-01
ORD-100629,Mark Hughes,sarah20@gmail.com,661-328-9082,612 Lawrence Pike Apt. 159,South Catherineport,Texas,79041,Afghanistan,Perfume,Beauty,5,211.28 USD,"1,056.40 USD",2025-03-06
ORD-100630,Lori Blankenship,jeremywillis@gmail.com,810.235.0800x06727,63757 Crane Squares,Brendamouth,Illinois,14394,Antigua and Barbuda,T-shirt,Clothing,3,395.32 USD,"1,185.96 USD",2025-03-17
ORD-100631,Caitlin Gates,robertwatkins@murray.com,001-559-462-8511x99856,48185 Ruiz Lights,Sarahmouth,Ohio,88782,Mali,Air Purifier,Home,5,299.99 USD,"1,499.95 USD",2025-01-13
ORD-100632,Nicholas Hayes,michaelsanchez@yahoo.com,382-432-3850x53227,9344 Mark Plains,Port Paul,Alaska,6996,Czech Republic,Microwave,Home,1,16.13 USD,16.13 USD,2025-01-20
